PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,target
1.2891826992074744,1.4665353432043617,-0.04128455654682826,0.6934407315678253,-0.5655573010113251,0.725128153887655,-0.20776239456190887,-0.700144740346424,-0.26729017400213767,-0.3355254807117912,-0.7690703277867603,0.4466196362306627,-0.22304690104460967,0
2.6259414516073476,1.0480027116777455,0.7894039469228212,0.05245756728670431,0.7252949102638964,-0.5314125807673079,0.16355406534918304,0.021340118136259335,0.07766350996707821,0.04719249939849979,-0.6247287104234598,0.3264383456447555,0.11285538446710341,1
2.212601609224938,0.8473366715317768,-1.5284450481428504,0.749211207595487,0.39624026465283924,0.0882229300887122,0.37551048750225546,-0.37287174046705374,-0.06971937546107315,0.20418424570992366,0.06843158905506293,-0.05181070750180484,0.6447925503248879,1
-0.8073869514144181,2.02649094561262,-1.7511031139600264,-0.9409961060319407,-1.9546213794338665,0.6610171876325187,-0.9465401414675396,-0.3332605400638602,-0.6993829991708831,-0.3943184558054624,-0.011409806621017746,0.11622210990501233,-0.6265203113816783,0
-1.2139558131696524,1.0281994608698413,-0.5699046338540169,0.011020617170125202,-1.081262381253407,0.03618058209461106,-0.5022617115272724,-0.4470322361650435,1.0497625147642096,-0.57981851849563,-0.2965589240029498,0.3414526167044838,0.2462631767096306,0
-0.9418976267198758,0.8855302903767455,-0.4058137850344137,1.168206197751009,-0.30436071744785914,0.6028897203468012,0.21487693566176536,-0.4598460502674005,0.3838693586871668,0.43918581366175835,-0.006636364537209186,0.12384112763018237,-0.6472462537980428,0
1.5727410165343294,2.2243280417987203,-1.0107858871562603,0.2712529195955626,-0.7548566124200715,1.1564996806009307,0.2731414210311981,-0.35392891715865116,0.11658424525991301,-1.349884975044759,-0.39250846100057235,-0.024631068040308353,0.18168334924472895,1
-0.4415303911184922,1.319072943102141,-0.48828447923460866,0.7108049605848389,0.8290699131683485,-0.1613452615159596,0.8551830632185828,0.5377143553301434,0.10543971226533294,-0.5835801425337183,0.5728940833389217,0.4336741904534007,-0.38510080488927384,0
1.1014594311000725,1.0423750065192516,-0.5709634747194593,1.0738651598893296,0.20410247531664133,-0.3630371944465134,0.3815441939463635,-0.28478418034660186,-0.07247392862119123,0.24762793715673792,-0.25540106200346974,-0.55363410204101,0.4003908761337951,1
1.3503285234987126,1.428612002243197,-1.1444085495833471,-0.22635278582718726,-1.269482273166731,-0.03457659964135584,0.36344911040410677,-0.909257428148242,-0.4387372345651987,-0.447254526837172,0.16640779464297678,0.5828428970504201,0.4183447565098255,1
0.4137600754562137,0.20189689796590607,0.2948254404876446,0.6579687067759513,-0.23932775348209295,-0.5208562144070604,0.3990808395423252,0.38273113779229107,0.15589500041642662,0.13688388533919227,-0.5388823573098823,-0.46333333638373575,-0.7321725581601917,0
0.1843408827604251,1.5570383804809271,0.12692975496272269,0.444860826805881,0.08235409344032717,0.18320002757652493,-0.44417786155952604,0.028942644907639994,1.221813381685709,0.02977241851711554,-0.3817643211346402,-0.055014917606288655,0.3173573501911424,0
0.338222271363251,0.7527916954889461,-0.16964246551890422,0.8113163214345428,0.38338114516496197,-0.6900228259266543,-0.6938019664240749,0.4398312653709465,-0.377831872457478,0.5648140039284864,-0.3889108762510411,0.9666593626413724,0.14921248853989466,1
-1.8057492927055516,0.6524456912433357,-0.30861915963985265,0.589247775929837,-0.22919074139154594,-0.5368346448033245,0.00576741500118938,-0.7995291466114708,0.38703161283494036,0.49919309026906844,0.48466217647096765,-0.217297966503036,-0.36046298263739623,0
0.16935744491400767,1.1034197234813758,1.724916792384356,0.3800754194085829,-1.4400348401808543,-0.6080035537599697,-0.6040443984343477,-0.21537812978732618,-0.6647106777931027,0.14816606356476525,0.37327356533307465,-0.1969641689286316,-0.2949325226794375,0
0.2259766622270007,1.1128877730847218,0.4007246148807101,0.7564929838295575,-1.4920546670395223,0.5647045706889715,-0.4924045980696339,0.08865714628110437,-0.5958485133102718,0.01182146226418912,-0.05276825764678435,0.05368631767819612,-0.5685218325056128,0
-1.1596383583506429,0.5621004511902903,-1.1568544754541283,0.6960961570136861,-0.31691311598514055,0.12653511237334394,-0.09837157638324301,-1.0703835217151458,0.30600059788928735,0.3085214366596727,0.5261372694643616,-0.07627353709428727,-0.37332143900392983,1
0.0854553956651935,0.919614866686865,0.006559435324330454,0.3100347131848106,-0.5185377905278067,-0.06681026438175106,0.51202674106603,-0.14811876231001714,-0.21986608312049621,-0.34750690884231,-0.2770625473124603,-0.22020127812321597,-0.7357472956822333,0
-0.7717382143297435,0.46354752906832575,0.23620575359076207,0.3245003606669259,0.4581535060878827,-0.3716280795059663,-1.0480347662794172,0.3691916471781606,-0.04065926883671872,-0.6925867167573854,0.20739459758928183,0.03964724725439839,-0.445902014498573,0
-1.1688933330311095,0.9893028353757374,-0.008177361835881025,0.47095229221248497,-0.32530970915381763,0.08709461503829591,-0.0034544980554096494,-0.5152776478578012,0.44171931873024933,0.33383095454701905,-0.08025021892116856,0.1211442782759124,-0.7101369448491728,0
0.9638541194805104,0.5501415266360705,-1.4423196766234372,1.1378672608698597,0.38713020583729957,0.3811819083025174,-0.06881890736039536,0.09650120085798232,0.11784233718079934,0.5364013178882148,-0.30713411497640297,0.594804522471079,0.35173584490849596,0
0.16008735931580104,1.6828081794033074,0.7704112749325908,0.7908085012088137,-0.30660901296207105,0.13837573538792192,-0.12132180558601102,0.036339395343951406,0.27725975519750956,-0.6491768697229598,-0.340237916409976,0.23708506111598915,0.22010841943992188,0
0.09119168194465549,1.412556937808295,-0.9605170908472381,0.7546040695493867,0.14472168351369857,0.5364410264415663,-0.21449703741096793,-0.375657689578216,0.668473248257538,0.6719650199646348,-0.6330374622525998,-0.03737630540827222,0.13606587290400096,1
0.7706987933076794,1.940069315645081,-1.177085967524023,0.7251654152308162,-1.259598469023481,0.8465156392435872,-0.6225395679733698,-0.6829542084558133,-0.7644341062403173,-0.0985690227580005,0.05585424095590581,-0.2185225303003484,0.4957647981976053,1
1.8766498949155188,0.7778496977074482,-1.1782886708852185,0.27419586655751815,-0.14150683800019617,-0.3273528445362186,0.25816842110258675,-0.3635050668824017,0.012453148334784336,0.12991984622246244,0.005813802078467892,-0.028518432722137617,0.6375640824087314,1
-0.32733500260916626,0.7775859309135827,-1.0122614188129315,0.40707501442038396,-0.36023775795541324,0.2769167738588537,-1.0450198133190691,0.7831381173011053,0.1874869869709908,-0.2069429775260908,0.1713063481623783,-0.3201098293086021,-0.16487752532267985,0
-1.169686312776196,1.3046456889561315,0.06740711974184141,1.4699207099132854,0.6910853254839197,0.238608951260687,-0.3110840449659369,0.6958463828248039,-0.2507527188735595,-0.3378961946345135,0.41204512885679123,-0.017110268844866272,-0.3981315674238174,0
2.229297416021546,0.9201759407351638,0.24203119544937002,0.18102696436112264,0.11457412161584891,1.028788658951641,-0.7600959159656158,-0.43474355105528717,0.32030368248074736,-1.001446938859923,0.07237910238740654,0.0650535002193813,-0.5773481782395532,0
-0.46485074452590563,1.3160755551315249,0.03624536927699436,-0.5693153291601192,-1.2802730447860011,-0.4322378332343749,0.363505352359658,-0.1775923388379299,-0.17270496021310272,-0.4594021902854804,-0.3225756234198304,-0.23106135811219314,-0.7491946793209128,0
0.5781654600250092,-0.4078628879066669,-2.164146874825199,-0.8396695936597336,-0.02196362625036856,-1.2782059337414249,-0.4407220181757531,-0.5359845990732602,0.19356790819629227,-0.1128677388657573,-0.0814891970472804,0.0984162817378533,0.5896323757621615,1
1.1872216953748023,1.2781826954741993,0.2047263298639146,1.231156039963451,-0.03915462673395782,1.118079116667184,-0.046593053064868106,0.023166469697179837,0.28392961329471933,-0.6074198302398635,0.1687297599284944,-0.14482943731896633,-0.38742330737843733,0
0.4671462309566993,0.734454851042647,-1.0892963940165825,1.0214538584145743,-0.06370331503233707,-0.0597684605828072,0.9260750948796075,-0.3816463663697204,-0.46679924823884505,0.04990972156785589,0.7073915862918462,0.1788286637899264,-0.10847406344463606,1
-0.16797048986041532,1.305142652160697,0.9953572114238871,1.3811700163548617,0.6384293755280558,0.13001247613555825,-0.2342271457690902,0.2664169960790807,-0.7171802018158957,0.2359090752620978,0.01687483118094639,0.010311724424450094,-0.7001608374971605,1
0.2724435595187474,0.7069411555675642,0.013881683200088896,0.9876155465780805,-0.20251447886989016,-0.5418412238051478,0.6526712162523265,0.12574569589608003,-0.03396611914884057,0.4303604248693276,0.20949248660504077,-0.9038185070361979,-0.21307825921688656,0
-1.3940040050754388,0.8218514443495586,-0.20134107417586672,0.3335212276131885,-0.8183198616952363,-0.5185147909598837,-0.29903071769144396,0.3885964699738127,-0.5887610187470294,0.2266203333318495,0.36468470948019677,0.8006059528524918,-0.4492215593496631,0
-1.4284691707482404,0.6520620867419757,0.2863228641464595,0.12133216091589177,-0.9704371236058017,-0.9004686931843383,0.6191212636842558,0.07648424222304959,-0.12705485954140155,-0.2975908676254921,-0.2950084998764344,-0.1706225539574501,-0.7155514637343133,0
1.0067931378991326,0.09434057879288199,-1.9384729270071035,-0.893941225210477,-0.34272553416383617,-1.0041032150972558,-0.35853500709357333,-0.5405794853362144,0.14707144340933315,-0.09747960728999372,-0.06610831795794535,0.06776786807925225,0.5825329740211107,1
