PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,target
1.2891826992074744,1.4665353432043617,-0.04128455654682826,0.6934407315678253,-0.5655573010113251,0.725128153887655,-0.20776239456190887,-0.700144740346424,-0.26729017400213767,0
2.6259414516073476,1.0480027116777455,0.7894039469228212,0.05245756728670431,0.7252949102638964,-0.5314125807673079,0.16355406534918304,0.021340118136259335,0.07766350996707821,1
2.212601609224938,0.8473366715317768,-1.5284450481428504,0.749211207595487,0.39624026465283924,0.0882229300887122,0.37551048750225546,-0.37287174046705374,-0.06971937546107315,1
-0.8073869514144181,2.02649094561262,-1.7511031139600264,-0.9409961060319407,-1.9546213794338665,0.6610171876325187,-0.9465401414675396,-0.3332605400638602,-0.6993829991708831,0
-1.2139558131696524,1.0281994608698413,-0.5699046338540169,0.011020617170125202,-1.081262381253407,0.03618058209461106,-0.5022617115272724,-0.4470322361650435,1.0497625147642096,0
-0.9418976267198758,0.8855302903767455,-0.4058137850344137,1.168206197751009,-0.30436071744785914,0.6028897203468012,0.21487693566176536,-0.4598460502674005,0.3838693586871668,0
1.5727410165343294,2.2243280417987203,-1.0107858871562603,0.2712529195955626,-0.7548566124200715,1.1564996806009307,0.2731414210311981,-0.35392891715865116,0.11658424525991301,1
-0.4415303911184922,1.319072943102141,-0.48828447923460866,0.7108049605848389,0.8290699131683485,-0.1613452615159596,0.8551830632185828,0.5377143553301434,0.10543971226533294,0
1.1014594311000725,1.0423750065192516,-0.5709634747194593,1.0738651598893296,0.20410247531664133,-0.3630371944465134,0.3815441939463635,-0.28478418034660186,-0.07247392862119123,1
1.3503285234987126,1.428612002243197,-1.1444085495833471,-0.22635278582718726,-1.269482273166731,-0.03457659964135584,0.36344911040410677,-0.909257428148242,-0.4387372345651987,1
0.4137600754562137,0.20189689796590607,0.2948254404876446,0.6579687067759513,-0.23932775348209295,-0.5208562144070604,0.3990808395423252,0.38273113779229107,0.15589500041642662,0
0.1843408827604251,1.5570383804809271,0.12692975496272269,0.444860826805881,0.08235409344032717,0.18320002757652493,-0.44417786155952604,0.028942644907639994,1.221813381685709,0
